trans_date_trans_time	merchant	category	amt	city	state	lat	long	city_pop	job	dob	trans_num	merch_lat	merch_long	is_fraud
01-01-2019 18:19	Schmidt-Larkin	home	43.58	Centerview	MO	38.7897	-93.8702	2368	Electronics engineer	17-07-1989	df56a9838d886325a589935476075447	38.4845	-93.9624	0
01-01-2019 18:19	"Crist, Jakubowski and Littel"	home	107.64	Nelson	NE	40.201	-98.0684	732	Television/film/video producer	13-12-1956	0134e6a797bcf8c07b28647ad33fd53a	39.879	-97.3924	0
01-01-2019 18:20	Fisher Inc	shopping_net	1.92	Lakeport	CA	39.047	-122.9328	11256	Podiatrist	18-10-1972	af5011d8e7cb6cc9c9bef96a9ad83195	38.5191	-123.1813	0
01-01-2019 18:21	"Welch, Rath and Koepp"	entertainment	30.22	Manville	WY	42.73	-104.7024	241	Educational psychologist	16-12-1980	fbe5c5c2784841f1103629883158df3e	42.9633	-104.9143	0
01-01-2019 18:25	"McDermott, Osinski and Mo"	home	16.96	Gardiner	OR	43.7857	-124.1437	260	"Engineer, maintenance"	01-09-1956	7da59354adbd6b329958cedc2ddb98d7	44.2055	-125.0234	0
01-01-2019 18:33	Larkin Lt	kids_pets	48.81	Fort Washakie	WY	43.0048	-108.8964	1645	Freight forwarder	26-02-1976	fd4bd0bfecddfaeb602bf314c09afcb2	42.1822	-109.7309	0
01-01-2019 18:39	Gleason-Macejkovic	shopping_net	47.79	Sun City	CA	33.7467	-117.1721	54287	"Designer, exhibition/display"	22-09-1972	00d4d20cf44e5788472d6a2072ba9cc6	33.9424	-116.4464	0
01-01-2019 18:45	Pouros-Haag	shopping_pos	4.39	Smith River	CA	41.9404	-124.1587	1930	Web designer	13-06-1983	294d5ba1dad6ee093e89926ce526b2c0	42.131	-124.2486	0
01-01-2019 18:46	Stiedemann Lt	food_dining	66.7	Phoenix	AZ	33.5623	-112.0559	1312922	Contractor	24-10-1981	5e14511c0c8d96ee1ecd207815ed681d	32.6747	-112.497	0
01-01-2019 18:47	Larson-Moen	entertainment	177.71	Lakeport	CA	39.047	-122.9328	11256	Podiatrist	18-10-1972	25c7f72b9e39d74e64e95bb657356f8d	39.4941	-122.893	0
01-01-2019 18:48	"Pouros, Walker and Spence"	kids_pets	17.46	Phoenix	AZ	33.5623	-112.0559	1312922	Contractor	24-10-1981	60f80969a2237a60ace9454ee21f4409	33.3563	-111.9251	0
01-01-2019 18:51	Boyer-Haley	travel	3178.51	Wales	AK	64.7556	-165.6723	145	"Administrator, education"	09-11-1939	7083124580d6a391d678fb76b67a1ebb	64.3965	-165.2096	0
01-01-2019 18:54	"Weimann, Kuhic and Beahan"	shopping_pos	4.65	Rocky Mount	MO	38.2911	-92.7059	1847	Tax inspector	26-10-1988	b3f0f4909b8f98814c7375abe382c297	37.7809	-92.2527	0
01-01-2019 18:57	Ullrich Lt	kids_pets	77.11	Meredith	CO	39.3199	-106.6596	61	Public relations account executive	04-11-1939	7f18e190f827c0b3ca0bab22b14426c8	39.8726	-106.9141	0
01-01-2019 18:57	Botsford PLC	home	31.55	Brashear	MO	40.1959	-92.4333	805	Private music teacher	27-06-1970	21c0418cbf5c4bfc29ff4ff8176edfd9	40.0509	-91.5696	0
01-01-2019 19:00	Bartoletti and Sons	personal_care	11.21	Tekoa	WA	47.2271	-117.0819	895	Clothing/textile technologist	31-05-1999	180901d384a8c4b7ae33b1ba97a628b7	47.9014	-116.5333	0
01-01-2019 19:01	Erdman-Schaden	personal_care	100.44	Orient	WA	48.8878	-118.2105	149	Special educational needs teacher	21-06-1978	6bb183c6898ef0d0475aca1f846a51d0	49.1651	-117.5012	0
01-01-2019 19:04	"Conroy, Balistreri and Gorczany"	health_fitness	49.75	Moab	UT	38.5677	-109.5271	9772	Location manager	24-11-1989	718cd2b29394c0d5caaaea5eaa4f728e	38.1527	-110.1343	0
01-01-2019 19:11	Bernhard-Lesch	food_dining	60.29	Alva	WY	44.6873	-104.4414	110	"Administrator, local government"	16-05-1973	c98fd8f971ea876e7ae4346359ec9fc8	44.5725	-103.8641	0
01-01-2019 19:12	"Kunze, Larkin and Mayert"	travel	8.43	Portland	OR	45.5303	-122.7033	841711	"Engineer, building services"	04-04-1963	dab82481c8c500b39b94972379d07c9a	45.8565	-121.9382	0
01-01-2019 19:19	"Roberts, Daniel and Macejkovic"	kids_pets	42.61	Alva	WY	44.6873	-104.4414	110	"Administrator, local government"	16-05-1973	434a1f90f4afd7582f506174ccc9f3ca	43.869	-103.4846	0
01-01-2019 19:24	Bode-Rempel	kids_pets	114.22	Weeping Water	NE	40.8731	-96.1528	1517	Dealer	08-11-1951	8be6533deff4031cd250777040195860	39.8914	-97.0871	0
01-01-2019 19:29	McGlynn-Jaskolski	misc_pos	134.99	Orient	WA	48.8878	-118.2105	149	Special educational needs teacher	21-06-1978	d73ba068c7befebe2ba16d90fdaf001d	49.5631	-117.3033	0
01-01-2019 19:38	Jerde-Hermann	travel	1.73	Santa Monica	CA	34.0287	-118.4924	92043	"Civil engineer, contracting"	25-04-1961	1e566a2b4ba3e57e8f6c081fc6a1a996	34.1798	-117.616	0
01-01-2019 19:39	"Kihn, Brakus and Goyette"	personal_care	3.09	Espanola	NM	35.9866	-106.0654	18408	Historic buildings inspector/conservation officer	18-07-1972	2588cd0877ed416b529c9a5203756378	36.3655	-105.694	0
01-01-2019 19:48	"Pouros, Walker and Spence"	kids_pets	3.51	American Fork	UT	40.3928	-111.7941	42384	Futures trader	29-12-1992	2c2d62c3b52ef131bc198b194d7b6838	40.5806	-112.7538	0
01-01-2019 19:54	"Becker, Harris and Harvey"	personal_care	29.24	Grenada	CA	41.6125	-122.5258	589	Systems analyst	21-12-1945	f46cb7a27c537485ae4b898d539eeff8	42.1144	-123.2018	0
01-01-2019 19:55	Heathcote LLC	shopping_net	229.06	Superior	AZ	33.2887	-111.0985	2872	Petroleum engineer	28-10-1987	07232949bfb231b46bb6c82ab036e95b	33.9777	-111.8856	0
01-01-2019 20:02	"Torp, Muller and Bore"	health_fitness	71.62	Meadville	MO	39.7795	-93.3014	964	Tourist information centre manager	23-12-1974	1178f236bbf9ada6fcc79ac89567c202	40.1462	-94.021	0
01-01-2019 20:04	Buckridge PLC	misc_pos	6.83	Glendale	CA	34.1556	-118.2322	172817	Advertising account planner	30-07-1982	793c454ac9541d35eccfb18fc1a6976b	34.6261	-117.8194	0
01-01-2019 20:04	Macejkovic-Lesch	shopping_pos	64.12	Phoenix	AZ	33.5623	-112.0559	1312922	Contractor	24-10-1981	ef2c9c9fe89a3a4a57a7797da0fcad62	34.0651	-111.423	0
01-01-2019 20:04	Streich Lt	home	121.21	Issaquah	WA	47.4974	-122.0107	50489	Osteopath	29-02-1984	9969e4547a6a154ffcb339470f972ff6	48.3775	-122.9625	0
01-01-2019 20:04	Nader-Maggio	personal_care	74.9	Red Cliff	CO	39.4584	-106.3851	277	Human resources officer	03-04-1985	9a2aca559b2710715119a01e718fbfa1	39.7952	-106.9623	0
01-01-2019 20:09	Crooks and Sons	personal_care	24.77	Burlington	WA	48.4786	-122.3345	14871	Public house manager	10-03-1974	e8a94d15434e1172051efd78c808aa6d	47.9475	-123.1105	0
01-01-2019 20:12	Friesen Lt	health_fitness	12.3	Shedd	OR	44.453	-123.1065	917	Radio broadcast assistant	08-07-1995	ff563526ed8274bb94ba119c5db56155	43.6405	-123.7448	0
01-01-2019 20:12	Schmitt Lt	misc_net	135.45	Omaha	NE	41.2064	-95.9953	518429	"Surveyor, land/geomatics"	10-10-1995	ca7dcf7144c26ab151ad31efa97aaabe	41.0994	-95.7475	0
01-01-2019 20:15	Kris-Padberg	shopping_pos	4.26	Rock Springs	WY	41.606	-109.23	27971	Music therapist	01-08-1984	6619864ffcab1d7e8abba81ef3d031f6	41.9243	-108.349	0
01-01-2019 20:15	Connelly-Carte	home	57.45	High Rolls Mountain Park	NM	32.9396	-105.8189	899	Naval architect	30-08-1967	df5de84fd8cb7ad1c0e1953a404031d6	32.4003	-104.9574	0
01-01-2019 20:16	Pouros-Conroy	shopping_pos	6.49	Red River	NM	36.6659	-105.4694	606	"Surveyor, land/geomatics"	06-09-1988	7eb1642bc0c2d7b146441ca74ac55090	37.311	-105.4712	0
01-01-2019 20:26	"Roberts, Daniel and Macejkovic"	kids_pets	9.39	Arnold	MO	38.4305	-90.387	35439	Land/geomatics surveyor	31-03-1985	c12a9a17b8df4adf41ee1d55e781720a	38.8004	-89.9192	0
01-01-2019 20:26	Bogisich-Weimann	kids_pets	141.46	June Lake	CA	37.7773	-119.0825	633	Health service manager	09-09-1927	4fed9d6795bb838bf11d80ed430efdf0	37.3858	-120.0619	0
01-01-2019 20:35	Daugherty-Thompson	food_dining	24.97	Odessa	MO	38.9829	-93.9757	9512	Clinical research associate	31-12-1972	88857bfe3d2724104a18a639e15a59e0	39.8491	-94.1765	0
01-01-2019 20:38	"Schuppe, Nolan and Hoege"	shopping_pos	6.28	Sacramento	CA	38.5662	-121.3286	757530	Magazine features editor	30-04-1979	80a5528e802180a8dc28d610962e4675	38.6138	-121.4139	0
01-01-2019 20:40	Berge-Hills	kids_pets	49.81	Wales	AK	64.7556	-165.6723	145	"Administrator, education"	09-11-1939	08b8f4091bab6c9dba3f34f5e3252e6b	63.7964	-165.4851	0
01-01-2019 20:40	Mayert Group	shopping_pos	1.16	Redford	MO	37.3272	-91.0243	241	Investment analyst	27-10-1974	f23d90a52db65b74e64e9043b02949f2	36.4898	-90.5563	0
01-01-2019 20:46	Kulas Group	health_fitness	49.34	Littleton	CO	39.5994	-105.0044	320420	Water engineer	31-07-1975	ca764fc27ed9bb095cfe836b25cf7d84	38.6206	-104.0296	0
01-01-2019 20:48	"Swaniawski, Lowe and Robel"	shopping_pos	3.33	Fullerton	NE	41.366	-98.0054	1749	"Surveyor, mining"	07-05-1973	adc264d28c86bd4ad88344e52f48c13e	42.172	-97.6868	0
01-01-2019 20:54	Torphy-Kertzmann	health_fitness	159.44	Sutherland	NE	41.1558	-101.136	1789	Insurance broker	11-02-1982	d6edc00de359979b84ea826456586119	41.6757	-101.7033	0
01-01-2019 20:55	Heller PLC	health_fitness	30.41	Paauilo	HI	20.0271	-155.3697	1490	"Scientist, research (maths)"	13-04-1991	3d4e4c4d11727bc96ba0a46fcea32117	20.4811	-155.74	0
01-01-2019 21:03	"Nicolas, Hills and McGlynn"	entertainment	8.34	Sacramento	CA	38.5662	-121.3286	757530	Magazine features editor	30-04-1979	3c99d4c6f747cc0dd9d81ed63d261a80	38.8558	-122.3215	0
01-01-2019 21:04	"Torp, Muller and Bore"	health_fitness	41.29	Newhall	CA	34.3795	-118.523	34882	Health physicist	25-04-1971	e8026fc4361a07dfeb7f47436395982a	35.1401	-117.9382	0
01-01-2019 21:07	"Witting, Beer and Ernse"	home	29.79	Luray	MO	40.4931	-91.8912	519	Town planner	13-02-1966	0b9d5aff74ce10e3b0f400a388b61ef3	40.2317	-91.2064	0
01-01-2019 21:12	"Dare, Fritsch and Zboncak"	health_fitness	4.57	Eugene	OR	44.0385	-123.0614	191096	"Scientist, physiological"	06-04-1964	e3702ad397728d0e3c365d5d49071eca	43.5949	-122.3465	0
01-01-2019 21:15	Thompson-Gleason	health_fitness	105.41	Woods Cross	UT	40.8874	-111.9027	13983	Insurance broker	14-08-1979	b62d4562406a8ca35cd68bc6bbadd8d6	40.8752	-112.5193	0
01-01-2019 21:15	Grimes LLC	entertainment	20	Oakland	CA	37.7878	-122.1884	381459	Barista	03-01-1974	a96164ad2d238fdbc812d25d35cbbcdb	37.7739	-121.2832	0
01-01-2019 21:18	Connelly PLC	food_dining	104.63	Corona	CA	33.8419	-117.6043	233717	Wellsite geologist	22-05-1966	4b8c80c37b370ab3bdee316aab8a2f06	33.0794	-117.494	0
01-01-2019 21:19	Bechtelar-Rippin	food_dining	57.14	Jordan Valley	OR	42.8801	-117.281	641	Economist	24-11-1993	9299553df6d3ba79274e9041585c1309	43.2416	-118.179	0
01-01-2019 21:25	"Okuneva, Schneider and R"	shopping_pos	8.3	Orient	WA	48.8878	-118.2105	149	Special educational needs teacher	21-06-1978	250055e51b76e1c4152ebfff83c19ec0	48.0501	-118.3292	0
01-01-2019 21:25	"Willms, Kris and Bergnaum"	shopping_pos	7.69	Paauilo	HI	20.0271	-155.3697	1490	"Scientist, research (maths)"	13-04-1991	72fcdae2442e7d30c06eb6e2abaf5a22	19.9686	-155.0535	0
01-01-2019 21:25	"Runte, Green and Em"	health_fitness	22.31	Napa	CA	38.4549	-122.2564	94014	Airline pilot	21-08-1985	dfe910a98a86ab2dfcd602185ba71a29	37.5298	-122.2059	0
01-01-2019 21:26	Zboncak LLC	food_dining	67.11	Lonetree	WY	41.0552	-110.1603	49	Research scientist (physical sciences)	05-07-1981	d754cae48d616aec2c2a6f4c48f7d07a	42.0078	-110.3534	0
01-01-2019 21:27	"Lesch, D'Amore and Brown"	food_dining	20.93	Moriarty	NM	34.9889	-106.0609	7268	"Therapist, art"	04-08-1988	3bda594044c4f0772e151a9cc6900add	34.7671	-105.9603	0
01-01-2019 21:28	Marvin-Lin	personal_care	33.78	Glendale	CA	34.1556	-118.2322	172817	Advertising account planner	30-07-1982	1b6af0e4209b3bb44d9e82a4255b3f46	34.7526	-118.2216	0
01-01-2019 21:31	Cormier LLC	shopping_net	447.78	Newhall	CA	34.3795	-118.523	34882	Health physicist	25-04-1971	7f5e9f9e4ade34c0abaad55cc5eb4ee5	34.6455	-118.0516	0
01-01-2019 21:33	"Cormier, Stracke and Thiel"	entertainment	45.1	Browning	MO	40.029	-93.1607	602	Cytogeneticist	14-07-1954	a3e2fb7d49347f50d15adce1ef19ef72	39.491	-92.4724	0
01-01-2019 21:34	Erdman-Durgan	health_fitness	113.84	Tekoa	WA	47.2271	-117.0819	895	Clothing/textile technologist	31-05-1999	389422c7d2f777a760342c289f47db82	46.2617	-117.0853	0
01-01-2019 21:38	Kuhn Group	food_dining	33.89	Carlotta	CA	40.507	-123.9743	1139	"Therapist, occupational"	15-01-1951	8f73e56f3b7115851fc6139cb9f979a5	39.9412	-124.0128	0
01-01-2019 21:39	"Labadie, Treutel and Bode"	shopping_net	6.48	Newhall	CA	34.3795	-118.523	34882	Health physicist	25-04-1971	40581283af662ad2a452045e8f5739ae	35.2533	-117.7447	0
01-01-2019 21:41	"Witting, Beer and Ernse"	home	28.77	Broomfield	CO	39.8854	-105.1139	92337	"Engineer, electronics"	18-10-1967	6ad315925e4dd95e9a85ab5dc7ab0ca7	38.9492	-105.9559	0
01-01-2019 21:42	Greenholt Lt	health_fitness	75.33	Kissee Mills	MO	36.6704	-93.0377	1201	"Engineer, agricultural"	18-03-1980	52f9c1d177241c00661e9d83d1faee21	36.682	-93.5671	0
01-01-2019 21:42	Schaefer Lt	kids_pets	12.19	Wheaton	MO	36.7651	-94.0492	760	Production manager	31-08-1985	e2b08de278a65b926127d5d70f1a4cba	35.9995	-93.3175	0
01-01-2019 21:43	Lubowitz-Walte	kids_pets	54.98	Fort Washakie	WY	43.0048	-108.8964	1645	Freight forwarder	26-02-1976	cb130a5560a8593c43612c21ef9808c2	42.4812	-108.2468	0
01-01-2019 21:51	Adams-Barrows	health_fitness	29.92	Littleton	CO	39.5994	-105.0044	320420	Water engineer	31-07-1975	e117e065a1ce5acc71f00e071c6fb6d0	38.6402	-105.1758	0
01-01-2019 21:52	Friesen Lt	health_fitness	73.34	Meadville	MO	39.7795	-93.3014	964	Tourist information centre manager	23-12-1974	cc1f80dd32590651843a441568c30bc8	40.5455	-93.5798	0
01-01-2019 21:52	"Zemlak, Tillman and Cremin"	personal_care	1.4	Ballwin	MO	38.577	-90.5255	92608	"Engineer, communications"	26-07-2001	f2c5a5bf08e44a0913d9b2eda761aaf2	38.6918	-91.4161	0
01-01-2019 21:54	Thiel PLC	misc_pos	7.27	Centerview	MO	38.7897	-93.8702	2368	Electronics engineer	17-07-1989	019ec2164a3c8bb248a75ccc3c2c4236	39.2355	-93.2252	0
01-01-2019 21:59	Lubowitz-Walte	kids_pets	49.82	Superior	AZ	33.2887	-111.0985	2872	Petroleum engineer	28-10-1987	6af71459d48a8ec81205a7fb49980495	32.5537	-110.2638	0
01-01-2019 22:00	"Hahn, Bahringer and McLaughlin"	personal_care	71.36	Centerview	MO	38.7897	-93.8702	2368	Electronics engineer	17-07-1989	c4b4365908f1bd9720b10cc09a57abd9	38.8462	-93.8242	0
01-01-2019 22:00	Rau-Grant	kids_pets	21.39	High Rolls Mountain Park	NM	32.9396	-105.8189	899	Naval architect	30-08-1967	f5fc8a3c1e6ec3fd813aab0a185ddfc0	33.0694	-105.5717	0
01-01-2019 22:04	Kozey-McDermott	travel	5.22	North Loup	NE	41.4972	-98.7858	509	"Nurse, children's"	15-09-1980	c6efde9b86936bca80945c3f24695b45	40.6594	-98.8931	0
01-01-2019 22:04	"Hettinger, McCullough and Fay"	home	105.65	Daly City	CA	37.6787	-122.478	107941	"Buyer, industrial"	04-10-1991	8bdf43445f4223fe8ac8629fffda6ae1	38.515	-122.0234	0
01-01-2019 22:07	Gerhold LLC	home	64.75	Unionville	MO	40.4815	-92.9951	3805	"Investment banker, corporate"	15-09-1950	72e2d9a0fb2b45d32cd8b13109e4e82d	40.2596	-92.9539	0
01-01-2019 22:08	"Kihn, Brakus and Goyette"	personal_care	71.63	Burlington	WA	48.4786	-122.3345	14871	Public house manager	10-03-1974	56b1647d1d6e9bb8071f3221f366f16a	48.5259	-121.589	0
01-01-2019 22:09	Prosacco LLC	personal_care	40.16	Superior	AZ	33.2887	-111.0985	2872	Petroleum engineer	28-10-1987	f17d72651e46fdc5a5056c12febca8a8	33.7623	-110.7403	0
01-01-2019 22:21	Rau-Robel	kids_pets	88.63	Bay City	OR	45.5197	-123.8761	1530	Colour technologist	24-11-1986	e8eaa26dc34ab242278c0ed860cf0f74	45.4366	-123.9601	0
01-01-2019 22:22	Torphy-Kertzmann	health_fitness	21.45	Crownpoint	NM	35.7206	-108.0271	5662	IT consultant	08-04-1989	84b556b1f830e01de1aad232755ed6c6	35.5811	-107.3564	0
01-01-2019 22:23	Skiles LLC	home	42.88	Rock Springs	WY	41.606	-109.23	27971	Music therapist	01-08-1984	23b2c607bbde38bac06cc5e90b58bc61	41.2251	-109.474	0
01-01-2019 22:23	Lind-Buckridge	entertainment	73.34	Carroll	NE	42.277	-97.1926	566	Metallurgist	26-01-1975	ae69f04995961f29318e5a28fcb11f98	42.503	-97.7069	0
01-01-2019 22:25	"Kihn, Abernathy and Douglas"	shopping_net	9.95	Moab	UT	38.5677	-109.5271	9772	Location manager	24-11-1989	a58b029ccd757a95b2961f8675c30fa1	39.4148	-110.4984	0
01-01-2019 22:28	Stiedemann Lt	food_dining	24.07	Burlington	WA	48.4786	-122.3345	14871	Public house manager	10-03-1974	198cabf2c7cb46cf497358d160303582	47.6413	-122.9316	0
01-01-2019 22:30	Schmidt-Larkin	home	20.65	Rocky Mount	MO	38.2911	-92.7059	1847	Tax inspector	26-10-1988	843a2535016fecce489ecc1370b11f6d	39.2897	-92.3941	0
01-01-2019 22:32	"Turcotte, McKenzie and Koss"	entertainment	125.49	Orient	WA	48.8878	-118.2105	149	Special educational needs teacher	21-06-1978	c26263694a350cd2c42b005ce8fe1155	49.2289	-118.2068	0
01-01-2019 22:43	Stamm-Witting	shopping_net	6.99	Utica	MO	39.7417	-93.6289	271	Land/geomatics surveyor	18-04-1972	a47d36139df1e37afc206fdd704d3362	38.9731	-93.8294	0
01-01-2019 22:45	"Kunze, Larkin and Mayert"	travel	5.32	Tomales	CA	38.2427	-122.9145	337	Occupational psychologist	05-07-1954	f443ae69ad8548dece7f2b469702975b	37.8889	-122.7851	0
01-01-2019 22:46	Barton LLC	kids_pets	68.85	Issaquah	WA	47.4974	-122.0107	50489	Osteopath	29-02-1984	deb04419788e311af80c292f92d89d37	48.3214	-121.7863	0
01-01-2019 22:47	Goyette Inc	shopping_net	11.77	Colorado Springs	CO	38.8881	-104.6556	525713	Museum/gallery exhibitions officer	09-05-1992	9f52cbeaaece8eabea439ca6cb34c055	38.3894	-104.9927	0
01-01-2019 22:47	Padberg-Saue	home	87.06	Blairstown	MO	38.5319	-93.9221	467	Agricultural consultant	27-05-1950	2a76bed0c3fb70344b98b2900c192811	39.039	-94.5071	0
01-01-2019 22:49	Ziemann-Waters	health_fitness	1.8	Manley	NE	40.9207	-96.168	206	Human resources officer	04-10-1967	ea58d81943623103dba636a5e68c231f	40.4205	-96.16	0
01-01-2019 22:53	Gibson-Deckow	entertainment	27.15	Burbank	WA	46.1966	-118.9017	3684	Musician	29-11-1981	d3a79751b8bd09ba788503f66aea2582	46.2125	-118.8694	0
01-01-2019 22:54	Terry Lt	home	7.64	Lagrange	WY	41.6423	-104.1974	635	Product/process development scientist	13-07-1973	d96ece30c9ca5a20368821f826a09e8a	41.6296	-103.4555	0
01-01-2019 23:01	Terry-Huel	shopping_net	2.41	Espanola	NM	35.9866	-106.0654	18408	Historic buildings inspector/conservation officer	18-07-1972	9400fde6bbd206d6b813e952e453795c	35.1123	-105.3228	0
01-01-2019 23:08	Nolan-Williamson	kids_pets	53.01	Laguna Hills	CA	33.615	-117.7114	45303	Sales executive	22-12-1969	35b0049c7f244b0d1cb4ad81ede3c537	34.0875	-117.6477	0
01-01-2019 23:08	Brown PLC	misc_net	83.92	Thompson	UT	38.9999	-109.615	46	"Surveyor, minerals"	23-04-1987	58808a8ed143288e7947a2cf381c607d	38.2109	-110.5956	0
01-01-2019 23:11	"Moore, Williamson and Emmerich"	home	51.86	Laramie	WY	41.4247	-105.4781	35371	"Pilot, airline"	02-09-1988	720752bf8826806c7890019232482853	41.6133	-105.3806	0
01-01-2019 23:11	Kertzmann LLC	health_fitness	76.11	Fiddletown	CA	38.5234	-120.6763	832	Immigration officer	19-05-1987	f626353bf9ec39c787195aae7eff752b	38.363	-119.7235	0
01-01-2019 23:14	Feil-Mo	health_fitness	72.64	Ballwin	MO	38.577	-90.5255	92608	"Engineer, communications"	26-07-2001	0ac1bfe05e99978e5769b890d78e343c	38.3245	-90.675	0
01-01-2019 23:16	"Baumbach, Hodkiewicz and Walsh"	shopping_pos	2.15	Meridian	ID	43.6498	-116.4306	84106	Intelligence analyst	11-02-1971	2752c8b79622dd7c9ce32c78f8679d1c	44.4523	-116.3952	0
01-01-2019 23:23	"Medhurst, Labadie and Gottlieb"	travel	512.46	Napa	CA	38.4549	-122.2564	94014	Airline pilot	21-08-1985	a4b8902348f30a6bab3922163f228629	39.023	-122.7375	0
01-01-2019 23:23	"Nienow, Barrows and Romague"	personal_care	6.42	Paradise Valley	AZ	33.5494	-111.9565	17047	Building surveyor	29-01-1935	7d24f53a950a1d1f863d5b960b35b330	33.7137	-112.4465	0
01-01-2019 23:28	Schuppe LLC	entertainment	55.89	Burlington	WA	48.4786	-122.3345	14871	Public house manager	10-03-1974	eff62774817e0d0a175f979c1c646dc8	49.0104	-121.4938	0
01-01-2019 23:32	Spencer PLC	entertainment	73.4	Lonetree	WY	41.0552	-110.1603	49	Research scientist (physical sciences)	05-07-1981	db9588853280dca0843c1342ef649bc5	41.4596	-110.1663	0
01-01-2019 23:33	"Hagenes, Kohler and Hoppe"	food_dining	9.9	Burbank	WA	46.1966	-118.9017	3684	Musician	29-11-1981	c71aa628bc74c7e9189c1e4c83266e09	46.9685	-118.7583	0
01-01-2019 23:37	"Yost, Block and Koepp"	misc_pos	8.56	Paauilo	HI	20.0271	-155.3697	1490	"Scientist, research (maths)"	13-04-1991	0ba4139213bd0f80cff4be08c2aee149	19.4812	-154.7785	0
01-01-2019 23:42	"Schmeler, Bashirian and Price"	shopping_net	8.11	Red River	NM	36.6659	-105.4694	606	"Surveyor, land/geomatics"	06-09-1988	edda8aec411d288f11611f43b773a4bb	37.1847	-105.2181	0
01-01-2019 23:42	Balistreri-Nade	misc_pos	9.58	North Loup	NE	41.4972	-98.7858	509	"Nurse, children's"	15-09-1980	d246dd44dad76dd2f7f609c7862e9d8b	41.6864	-99.6186	0
01-01-2019 23:45	Stark-Koss	home	6.12	Rock Springs	WY	41.606	-109.23	27971	Music therapist	01-08-1984	ce11529789b06f139ff48f226d1ec621	41.9908	-108.9424	0
01-01-2019 23:46	Brown Inc	kids_pets	29.42	Lowell	OR	43.921	-122.7806	1420	Systems analyst	11-11-1965	2f51bdb3f2790c3fd4a5b62508942150	43.1966	-123.2158	0
01-01-2019 23:58	Barton LLC	kids_pets	48.66	Dumont	CO	39.7532	-105.6356	565	Mental health nurse	27-08-1978	a4efb0c8ab340b831071f78166b8f15a	40.6478	-106.1434	0
02-01-2019 00:21	Volkman-Predovic	shopping_net	2.63	Mound City	MO	40.1362	-95.2138	1631	Architect	20-01-1953	9fac14b154899435d1630b2ef03b5dda	39.7428	-95.4115	0
02-01-2019 00:31	Runolfsson and Sons	grocery_net	48.3	Holstein	NE	40.4542	-98.6538	331	Telecommunications researcher	19-08-1950	78d7f0953154e92fb435002eeae4981f	41.2727	-99.0449	0
02-01-2019 00:33	Pfeffer LLC	grocery_net	51.82	Thompson	UT	38.9999	-109.615	46	"Surveyor, minerals"	23-04-1987	16b4a94ff9ab8c19c89427af37eb2742	39.396	-109.6198	0
02-01-2019 00:54	Auer-Mosciski	grocery_pos	76.21	Oakland	CA	37.7878	-122.1884	381459	Barista	03-01-1974	f8ce566ddcebf369d9b5bf90f2773193	37.3905	-123.1448	0
02-01-2019 00:57	Dooley Inc	shopping_pos	8.59	Cascade Locks	OR	45.671	-121.8686	1288	Barrister	01-05-1936	07bff2fc6268ccd211a91e0050b07ba9	46.4344	-121.1257	0
02-01-2019 01:09	Herman Inc	misc_pos	13.38	Issaquah	WA	47.4974	-122.0107	50489	Osteopath	29-02-1984	f202fcd64fe845279d84c119a4c6c1ff	47.997	-121.7808	0
02-01-2019 01:14	"Zieme, Bode and Dooley"	gas_transport	51.77	Fields Landing	CA	40.7268	-124.2174	276	"Scientist, audiological"	06-05-1929	feb74a12cbd2eb72c842fb9d3b773cf1	40.7403	-123.2488	0
02-01-2019 01:16	"Haley, Jewess and Bechtel"	shopping_pos	6.86	Unionville	MO	40.4815	-92.9951	3805	"Investment banker, corporate"	15-09-1950	b6b0a9be3bc88351797f37e42840f949	41.2652	-93.8272	0
02-01-2019 01:20	Schmitt Lt	misc_net	2.91	Blairstown	MO	38.5319	-93.9221	467	Agricultural consultant	27-05-1950	d1365e89bed0906b7d44ef7911f5b5ee	38.7427	-93.0933	0
02-01-2019 01:40	"Swaniawski, Bahringer and Ledne"	grocery_net	23.12	Utica	MO	39.7417	-93.6289	271	Land/geomatics surveyor	18-04-1972	a142e3347c7875f9b67da08012033ebe	39.3749	-93.8447	0
02-01-2019 01:49	Padberg-Welch	grocery_pos	91.4	Honokaa	HI	20.0827	-155.488	4878	Physiotherapist	03-12-1966	4709e819b15e82f564c992cd05e336e1	21.0438	-155.4479	0
02-01-2019 01:51	Rutherford-Mertz	grocery_pos	215.74	Superior	AZ	33.2887	-111.0985	2872	Petroleum engineer	28-10-1987	c45df5f3ed30bda45352c3f82ef10248	33.3125	-111.4438	0
02-01-2019 02:05	Conroy-Cruickshank	gas_transport	46.73	Matthews	MO	36.7154	-89.6287	1019	Aeronautical engineer	26-01-1979	82907c2e98df8639dca5d5ae8d9b7b13	35.8197	-89.206	0
02-01-2019 02:06	Spencer PLC	entertainment	26.1	Parker	CO	39.5102	-104.7216	84861	Materials engineer	10-03-1932	e6af4a1aaf71b7900edd3b089c6865d1	39.5203	-105.2103	0
02-01-2019 02:08	Thiel PLC	misc_pos	30.62	Burbank	WA	46.1966	-118.9017	3684	Musician	29-11-1981	5e1a49f6a9bcafc4aa6602f1a3b96174	45.2251	-119.2739	0
